,Identifiant,Espèce,Date Création,Latitude,Longitude,ext:loc-sur-tronc
2240,3791761,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-06-22 17:27:27,48.99655,1.70348,s1;s2;s3;e3;s4;e4;e5;
2241,3791762,Ramalina farinacea (L.) Ach. [1810],2021-06-22 17:27:28,48.99655,1.70348,s3;
2242,3791763,Physconia grisea (Lam.) Poelt [1965],2021-06-22 17:27:28,48.99655,1.70348,s4;
2243,3791764,Xanthoria parietina (L.) Th.Fr. [1860],2021-06-22 17:33:08,48.99641,1.7035,s1;e1;s2;e5;
2244,3791765,Physcia adscendens/tenella,2021-06-22 17:33:08,48.99641,1.7035,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;s1;s2;s3;
2245,3791766,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-06-22 17:33:09,48.99641,1.7035,o1;o2;o3;o4;o5;s1;s5;
2246,3791767,Amandinea punctata/Lecidella elaeochroma,2021-06-22 17:33:09,48.99641,1.7035,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
2247,3791768,Flavoparmelia caperata/soredians,2021-06-22 17:33:10,48.99641,1.7035,e2;
2248,3791769,Physcia adscendens/tenella,2021-06-22 17:33:10,48.99641,1.7035,e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;n1;s1;n2;s2;n3;s3;n4;n5;
2249,3791770,Lecanora sp.,2021-06-22 17:33:10,48.99641,1.7035,e1;e3;o3;e5;o5;
2250,3791771,autre lichen crustacé,2021-06-22 17:33:11,48.99641,1.7035,n3;
2251,3791772,lichen crustacé à aspect poudreux,2021-06-22 17:33:11,48.99641,1.7035,o2;
2252,3791773,Candelariella sp.,2021-06-22 17:33:12,48.99641,1.7035,n2;n3;
2253,3791774,Physcia adscendens/tenella,2021-06-22 17:38:58,48.99664,1.70319,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;
2254,3791775,Xanthoria parietina (L.) Th.Fr. [1860],2021-06-22 17:38:58,48.99664,1.70319,o1;o2;o3;o4;o5;n2;s4;e4;n5;s5;
2255,3791776,Flavoparmelia caperata/soredians,2021-06-22 17:38:59,48.99664,1.70319,e1;s4;e5;
2256,3791777,Amandinea punctata/Lecidella elaeochroma,2021-06-22 17:38:59,48.99664,1.70319,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;
2257,3791778,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-06-22 17:38:59,48.99664,1.70319,o1;o2;o3;o4;o5;s1;e1;s2;e2;e4;n5;
2258,3791779,Evernia prunastri (L.) Ach. [1810],2021-06-22 17:39:00,48.99664,1.70319,s2;s3;
2259,3791780,Physconia grisea (Lam.) Poelt [1965],2021-06-22 17:39:00,48.99664,1.70319,e1;o2;s3;e3;s4;e4;e5;o5;
2260,3791781,autres Melanohalea,2021-06-22 17:39:00,48.99664,1.70319,o1;o3;s5;
2261,3791782,Candelariella sp.,2021-06-22 17:39:01,48.99664,1.70319,n1;n2;n3;n4;n5;o1;o2;o3;o4;
2262,3791783,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-06-22 17:39:01,48.99664,1.70319,e1;e2;e3;e4;e5;o4;o5;
2263,3791784,Candelaria concolor ,2021-06-22 17:39:44,48.99664,1.70319,e2;e4;
2264,3791785,Punctelia sp.,2021-06-22 17:39:45,48.99664,1.70319,o5;
2268,3791789,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-06-22 17:58:29,48.83847,2.41271,s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;n1;n2;e2;n3;
2269,3791790,Xanthoria parietina (L.) Th.Fr. [1860],2021-06-22 17:58:30,48.83847,2.41271,s1;s2;s3;s4;s5;o1;o2;e3;o4;
2270,3791791,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-06-22 17:58:30,48.83847,2.41271,o1;o2;o3;o4;o5;s1;s2;s3;s4;
2271,3791792,Physcia adscendens/tenella,2021-06-22 17:58:30,48.83847,2.41271,o1;s3;s4;s5;
2272,3791793,Candelariella sp.,2021-06-22 17:58:31,48.83847,2.41271,o2;o5;
2273,3791794,Amandinea punctata/Lecidella elaeochroma,2021-06-22 17:58:31,48.83886,2.41284,n1;s1;o1;o2;s4;o4;o5;
2274,3791795,Xanthoria parietina (L.) Th.Fr. [1860],2021-06-22 17:58:31,48.83886,2.41284,s1;s2;s3;s4;s5;n1;o1;n2;o2;n3;e3;n4;
2275,3791796,Candelariella sp.,2021-06-22 17:58:32,48.83886,2.41284,o3;
2276,3791797,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-06-22 17:58:32,48.83886,2.41284,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
2277,3791798,Lecanora sp.,2021-06-22 17:58:32,48.83886,2.41284,o2;o5;
2278,3791799,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-06-22 18:03:01,48.83886,2.41284,s1;s2;s3;s4;s5;n1;n2;e2;o3;e4;e5;o5;
2279,3791800,Physcia adscendens/tenella,2021-06-22 18:03:02,48.83886,2.41284,n4;
2280,3791801,Xanthoria parietina (L.) Th.Fr. [1860],2021-06-22 18:03:02,48.83901,2.41289,n1;n2;n3;n4;n5;s1;e1;o1;s2;e3;o3;e4;o4;o5;
2281,3791802,Lecanora sp.,2021-06-22 18:03:03,48.83901,2.41289,o1;n2;s2;o4;o5;
2282,3791803,Amandinea punctata/Lecidella elaeochroma,2021-06-22 18:03:03,48.83901,2.41289,o1;o2;o3;o4;o5;n1;e2;e3;n4;n5;s5;e5;
2283,3791804,Physcia adscendens/tenella,2021-06-22 18:03:03,48.83901,2.41289,n1;n2;n3;n4;n5;s1;e1;o1;e2;o2;s3;o3;s4;e4;s5;
2284,3791805,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-06-22 18:03:04,48.83901,2.41289,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
2285,3791806,Physconia grisea (Lam.) Poelt [1965],2021-06-22 18:03:04,48.83901,2.41289,o1;
2286,3791807,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-06-22 18:03:04,48.83901,2.41289,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;s1;s2;s3;s4;e5;
2287,3791808,Candelariella sp.,2021-06-22 18:03:05,48.83901,2.41289,e4;
2288,3791809,lichen crustacé à aspect poudreux,2021-06-22 18:03:32,48.83901,2.41289,s1;s2;e2;s3;s5;
2292,3791821,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-06-22 20:48:42,45.74929,3.08838,e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;s2;s3;s4;s5;
2293,3791822,Parmelia sulcata ,2021-06-22 20:48:43,45.74929,3.08838,o1;o2;o4;
2294,3791823,Xanthoria parietina (L.) Th.Fr. [1860],2021-06-22 20:48:43,45.74929,3.08838,o4;o5;
2295,3791824,autre lichen foliacé,2021-06-22 20:48:43,45.74929,3.08838,o4;
2296,3791825,Physcia aipolia/stellaris,2021-06-22 20:48:44,45.74929,3.08838,o1;o2;o3;o4;o5;e1;
2297,3791826,Physconia distorta ,2021-06-22 20:48:44,45.74929,3.08838,o2;
2298,3791827,Lecanora sp.,2021-06-22 20:48:44,45.74929,3.08838,o3;o4;o5;
2299,3791828,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-06-22 20:52:42,45.7493,3.08847,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
2300,3791829,Parmelia sulcata ,2021-06-22 20:52:42,45.7493,3.08847,n2;n3;o5;
2301,3791830,Xanthoria parietina (L.) Th.Fr. [1860],2021-06-22 20:52:43,45.7493,3.08847,n1;
2302,3791831,autre lichen foliacé,2021-06-22 20:52:43,45.7493,3.08847,s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;n1;n2;n3;n4;
2303,3791832,Physcia aipolia/stellaris,2021-06-22 20:52:43,45.7493,3.08847,e1;e2;e5;
2304,3791833,Physconia distorta ,2021-06-22 20:52:44,45.7493,3.08847,n1;n2;
2305,3791834,Candelaria concolor ,2021-06-22 20:52:44,45.7493,3.08847,n2;
2306,3791835,autre lichen foliacé,2021-06-22 20:52:44,45.7493,3.08847,n2;
2307,3791836,Physconia grisea (Lam.) Poelt [1965],2021-06-22 20:52:45,45.7493,3.08847,n3;
2308,3791837,Evernia prunastri (L.) Ach. [1810],2021-06-22 20:52:45,45.7493,3.08847,n4;
2309,3791838,Physcia adscendens/tenella,2021-06-22 20:53:40,45.7493,3.08847,e1;e2;e3;e4;e5;n1;n4;
2310,3791839,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-06-22 20:56:24,45.7493,3.08858,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
2311,3791840,Xanthoria parietina (L.) Th.Fr. [1860],2021-06-22 20:56:24,45.7493,3.08858,n2;n3;n4;o4;n5;s5;o5;
2312,3791841,autre lichen foliacé,2021-06-22 20:56:24,45.7493,3.08858,n1;e1;s5;
2313,3791842,Physcia aipolia/stellaris,2021-06-22 20:56:25,45.7493,3.08858,s2;n4;n5;
2314,3791843,Lecanora sp.,2021-06-22 20:56:25,45.7493,3.08858,s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;n1;
2315,3791844,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],2021-06-22 20:56:25,45.7493,3.08858,n4;
2316,3791845,Amandinea punctata/Lecidella elaeochroma,2021-06-22 20:56:26,45.7493,3.08858,s1;s2;s4;
2320,3795535,Flavoparmelia caperata/soredians,2021-07-16 15:36:15,45.74928,3.09016,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;s1;s2;s3;s5;
2321,3795536,Evernia prunastri (L.) Ach. [1810],2021-07-16 15:36:15,45.74928,3.09016,n1;n2;n3;n4;n5;
2322,3795537,Parmelia sulcata ,2021-07-16 15:36:15,45.74928,3.09016,n1;n2;n3;n4;n5;e1;o1;e2;o2;o4;o5;
2323,3795538,Xanthoria parietina (L.) Th.Fr. [1860],2021-07-16 15:36:16,45.74928,3.09016,n1;e1;o1;
2324,3795539,Physcia adscendens/tenella,2021-07-16 15:36:16,45.74928,3.09016,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;s1;s3;
2325,3795540,Physcia aipolia/stellaris,2021-07-16 15:36:17,45.74928,3.09016,n1;s1;o1;o2;o4;o5;
2326,3795541,Lecanora sp.,2021-07-16 15:36:17,45.74928,3.09016,e1;e2;e3;e4;e5;n2;
2327,3795542,Amandinea punctata/Lecidella elaeochroma,2021-07-16 15:36:17,45.74928,3.09016,n2;
2328,3795543,Hypogymnia physodes/tubulosa,2021-07-16 15:36:18,45.74928,3.09016,n2;n5;
2329,3795544,Melanelixia glabratula/subaurifera,2021-07-16 15:36:18,45.74928,3.09016,n3;n4;o5;
2330,3795545,autres Melanohalea,2021-07-16 15:37:25,45.74928,3.09016,e4;
2331,3795546,Flavoparmelia caperata/soredians,2021-07-16 15:42:53,45.74927,3.09028,s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;n1;n3;n5;
2332,3795547,Parmelia sulcata ,2021-07-16 15:42:53,45.74927,3.09028,n1;n2;n3;n4;n5;o4;o5;
2333,3795548,Xanthoria parietina (L.) Th.Fr. [1860],2021-07-16 15:42:53,45.74927,3.09028,n4;
2334,3795549,Physcia adscendens/tenella,2021-07-16 15:42:54,45.74927,3.09028,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e2;e3;
2335,3795550,Physcia aipolia/stellaris,2021-07-16 15:42:54,45.74927,3.09028,n1;e1;n2;s2;o2;s3;o3;s4;e4;n5;s5;e5;
2336,3795551,Amandinea punctata/Lecidella elaeochroma,2021-07-16 15:42:54,45.74927,3.09028,n4;
2337,3795552,Melanelixia glabratula/subaurifera,2021-07-16 15:42:55,45.74927,3.09028,n3;
2338,3795553,autre lichen foliacé,2021-07-16 15:42:55,45.74927,3.09028,e1;e2;e3;e4;e5;s1;n2;o2;s3;o3;
2339,3795554,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],2021-07-16 15:42:55,45.74927,3.09028,n4;
2340,3795555,Physconia grisea (Lam.) Poelt [1965],2021-07-16 15:42:56,45.74927,3.09028,n2;
2341,3795556,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-07-16 15:44:17,45.74927,3.09028,s1;e1;o1;s2;e2;e3;s4;e4;o4;s5;
2342,3795557,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-07-16 15:44:18,45.74927,3.09028,e4;e5;
2343,3795558,Flavoparmelia caperata/soredians,2021-07-16 15:48:55,45.74927,3.09037,n1;o4;
2344,3795559,Evernia prunastri (L.) Ach. [1810],2021-07-16 15:48:55,45.74927,3.09037,n4;
2345,3795560,Parmelia sulcata ,2021-07-16 15:48:56,45.74927,3.09037,n2;n3;n4;n5;o5;
2346,3795561,Physcia adscendens/tenella,2021-07-16 15:48:56,45.74927,3.09037,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;s1;e2;s3;e3;s4;e4;s5;e5;
2347,3795562,Physcia aipolia/stellaris,2021-07-16 15:48:56,45.74927,3.09037,n1;o1;n3;o3;n4;o4;o5;
2348,3795563,Lecanora sp.,2021-07-16 15:48:57,45.74927,3.09037,o5;
2349,3795564,Amandinea punctata/Lecidella elaeochroma,2021-07-16 15:48:57,45.74927,3.09037,n5;
2350,3795565,Hypogymnia physodes/tubulosa,2021-07-16 15:48:57,45.74927,3.09037,n2;
2351,3795566,Melanelixia glabratula/subaurifera,2021-07-16 15:48:58,45.74927,3.09037,n1;n2;n3;n4;n5;o4;o5;
2352,3795567,autre lichen foliacé,2021-07-16 15:48:58,45.74927,3.09037,s3;o3;e5;
2353,3795568,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],2021-07-16 15:51:06,45.74927,3.09037,n1;n3;n4;
2354,3795569,Physconia grisea (Lam.) Poelt [1965],2021-07-16 15:51:06,45.74927,3.09037,o4;
2355,3795570,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-07-16 15:51:07,45.74927,3.09037,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e2;e3;e4;e5;
2356,3795571,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-07-16 15:51:07,45.74927,3.09037,o1;
2357,3795572,Xanthoria parietina (L.) Th.Fr. [1860],2021-07-16 15:51:08,45.74927,3.09037,o5;
2360,3795934,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-07-21 15:23:49,45.79027,3.07069,n1;o1;o2;o3;n4;o4;n5;e5;o5;
2361,3795935,Xanthoria parietina (L.) Th.Fr. [1860],2021-07-21 15:23:50,45.79027,3.07069,o1;n2;o2;n3;o3;e4;o4;o5;
2362,3795936,Candelaria concolor ,2021-07-21 15:23:51,45.79027,3.07069,n1;o1;n4;n5;o5;
2363,3795937,Physcia adscendens/tenella,2021-07-21 15:23:51,45.79027,3.07069,s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;o4;n5;s5;e5;o5;
2364,3795938,Physcia aipolia/stellaris,2021-07-21 15:23:52,45.79027,3.07069,o2;n3;
2365,3795939,Lecanora sp.,2021-07-21 15:23:52,45.79027,3.07069,e1;o1;e3;o3;s4;e4;o4;o5;
2366,3795940,Parmelia sulcata ,2021-07-21 15:23:52,45.79027,3.07069,e3;
2367,3795941,Amandinea punctata/Lecidella elaeochroma,2021-07-21 15:23:53,45.79027,3.07069,s1;s2;e2;s3;s4;e4;s5;
2368,3795942,autre lichen foliacé,2021-07-21 15:23:53,45.79027,3.07069,s5;
2369,3795943,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],2021-07-21 15:23:54,45.79027,3.07069,o2;
2370,3795944,Physconia distorta ,2021-07-21 15:24:48,45.79027,3.07069,o3;
2371,3795946,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-07-21 15:29:01,45.79024,3.07061,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;e3;e4;
2372,3795947,Xanthoria parietina (L.) Th.Fr. [1860],2021-07-21 15:29:02,45.79024,3.07061,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;
2373,3795948,Candelaria concolor ,2021-07-21 15:29:02,45.79024,3.07061,n1;n2;n3;n4;n5;
2374,3795949,Physcia adscendens/tenella,2021-07-21 15:29:02,45.79024,3.07061,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;e1;e2;e3;e4;
2375,3795950,Lecanora sp.,2021-07-21 15:29:03,45.79024,3.07061,n1;o1;o2;
2376,3795951,Parmelia sulcata ,2021-07-21 15:29:03,45.79024,3.07061,n1;
2377,3795952,Amandinea punctata/Lecidella elaeochroma,2021-07-21 15:29:03,45.79024,3.07061,s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e2;
2378,3795953,autre lichen foliacé,2021-07-21 15:29:04,45.79024,3.07061,s1;s3;e3;e4;e5;
2379,3795954,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],2021-07-21 15:29:04,45.79024,3.07061,o5;
2380,3795955,Physconia distorta ,2021-07-21 15:29:04,45.79024,3.07061,o1;n4;o5;
2381,3795956,Physconia grisea (Lam.) Poelt [1965],2021-07-21 15:29:29,45.79024,3.07061,o2;
2385,3796674,Amandinea punctata/Lecidella elaeochroma,2021-07-27 12:56:11,45.76976,3.13633,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
2386,3796675,Candelaria concolor ,2021-07-27 12:56:12,45.76976,3.13633,e1;e2;e3;e4;e5;n1;s1;n2;s2;n3;n4;
2387,3796676,Physcia adscendens/tenella,2021-07-27 12:56:12,45.76976,3.13633,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
2388,3796677,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-07-27 12:56:13,45.76976,3.13633,o1;o2;o3;o4;o5;n1;s1;e1;n2;s2;s3;n5;
2389,3796678,Melanelixia glabratula/subaurifera,2021-07-27 12:56:13,45.76976,3.13633,n1;n3;n4;s4;
2390,3796679,Lecanora sp.,2021-07-27 12:56:14,45.76976,3.13633,n3;e3;
2391,3796680,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-07-27 12:56:14,45.76976,3.13633,n1;s1;o1;s2;o2;o5;
2392,3796681,Xanthoria parietina (L.) Th.Fr. [1860],2021-07-27 12:56:14,45.76976,3.13633,n1;s2;e5;o5;
2393,3796682,Flavoparmelia caperata/soredians,2021-07-27 12:56:15,45.76976,3.13633,s3;e3;s4;o4;
2394,3796683,Amandinea punctata/Lecidella elaeochroma,2021-07-27 12:59:38,45.76979,3.13649,n1;n2;n3;n4;n5;o1;e3;o4;
2395,3796684,Candelaria concolor ,2021-07-27 12:59:38,45.76979,3.13649,n1;n2;e2;n3;e3;o4;n5;
2396,3796685,Physcia adscendens/tenella,2021-07-27 12:59:39,45.76979,3.13649,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;s1;s3;
2397,3796686,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-07-27 12:59:39,45.76979,3.13649,n1;e1;n2;e2;n3;e3;
2398,3796687,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-07-27 12:59:39,45.76979,3.13649,e1;e3;
2399,3796688,Xanthoria parietina (L.) Th.Fr. [1860],2021-07-27 12:59:40,45.76979,3.13649,n1;n2;n3;n4;n5;e1;e3;s4;e4;
2400,3796689,Amandinea punctata/Lecidella elaeochroma,2021-07-27 13:02:43,45.76981,3.13662,n1;e2;e4;
2401,3796690,Candelaria concolor ,2021-07-27 13:02:43,45.76981,3.13662,n1;n2;n4;e5;
2402,3796691,Physcia adscendens/tenella,2021-07-27 13:02:44,45.76981,3.13662,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
2403,3796692,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-07-27 13:02:44,45.76981,3.13662,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o3;o4;o5;
2404,3796693,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-07-27 13:02:44,45.76981,3.13662,e5;
2405,3796694,Xanthoria parietina (L.) Th.Fr. [1860],2021-07-27 13:02:45,45.76981,3.13662,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;s1;o1;s2;o2;s4;o4;s5;o5;
2406,3796695,Flavoparmelia caperata/soredians,2021-07-27 13:02:45,45.76981,3.13662,o3;o5;
2410,3798044,Physcia adscendens/tenella,2021-08-03 12:50:01,45.7536,3.13054,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;o1;o3;o4;
2411,3798045,Xanthoria parietina (L.) Th.Fr. [1860],2021-08-03 12:50:01,45.7536,3.13054,n1;n2;n3;n4;n5;e1;o1;e2;e3;s4;o4;
2412,3798046,Candelaria concolor ,2021-08-03 12:50:02,45.7536,3.13054,n1;
2413,3798047,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-08-03 12:50:03,45.7536,3.13054,e1;e2;e3;
2414,3798048,Physcia adscendens/tenella,2021-08-03 12:53:07,45.75358,3.13048,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;e1;e2;s3;e3;s4;e4;s5;
2415,3798049,Xanthoria parietina (L.) Th.Fr. [1860],2021-08-03 12:53:08,45.75358,3.13048,o1;o2;o3;o4;o5;n1;e1;n2;n3;n4;
2416,3798050,Candelaria concolor ,2021-08-03 12:53:08,45.75358,3.13048,n1;
2417,3798051,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-08-03 12:53:08,45.75358,3.13048,s1;o2;s4;
2418,3798052,Amandinea punctata/Lecidella elaeochroma,2021-08-03 12:53:09,45.75358,3.13048,n1;s1;n2;n3;n4;
2419,3798053,Melanohalea exasperata ,2021-08-03 12:53:09,45.75358,3.13048,n3;
2420,3798054,autre lichen foliacé,2021-08-03 12:53:10,45.75358,3.13048,s4;s5;
2421,3798055,Physcia adscendens/tenella,2021-08-03 12:57:01,45.75356,3.13042,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;s1;e1;s2;e2;e3;s4;e5;
2422,3798056,Xanthoria parietina (L.) Th.Fr. [1860],2021-08-03 12:57:01,45.75356,3.13042,n1;n2;n3;n4;n5;s1;e1;s2;e2;e3;e5;
2423,3798057,Candelaria concolor ,2021-08-03 12:57:02,45.75356,3.13042,n1;n2;n3;
2424,3798058,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-08-03 12:57:02,45.75356,3.13042,s1;e1;e2;s4;
2425,3798059,Melanohalea exasperata ,2021-08-03 12:57:02,45.75356,3.13042,n1;
2426,3798060,Phaeophyscia orbicularis (Neck.) Moberg [1977],2021-08-03 12:57:03,45.75356,3.13042,s1;e1;o1;n2;s2;e2;e3;
2427,3798061,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],2021-08-03 12:57:03,45.75356,3.13042,n1;
2428,3798062,Flavoparmelia caperata/soredians,2021-08-03 12:57:03,45.75356,3.13042,n3;
2432,3799820,Evernia prunastri (L.) Ach. [1810],2021-08-17 14:36:27,45.76506,3.04212,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;s2;o2;s3;o3;s4;o5;
2433,3799821,Parmelia sulcata ,2021-08-17 14:36:28,45.76506,3.04212,e1;e2;e3;e4;e5;n2;o2;n3;s3;o3;n4;s4;o4;n5;o5;
2434,3799822,autres Melanohalea,2021-08-17 14:36:28,45.76506,3.04212,n1;n2;n3;n4;n5;o2;o3;e5;
2435,3799823,Amandinea punctata/Lecidella elaeochroma,2021-08-17 14:36:28,45.76506,3.04212,o1;o2;o3;o4;o5;n4;n5;
2436,3799824,Lecanora sp.,2021-08-17 14:36:29,45.76506,3.04212,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;s1;s2;s3;s4;
2437,3799825,Flavoparmelia caperata/soredians,2021-08-17 14:36:29,45.76506,3.04212,e3;o4;n5;o5;
2438,3799826,Hypogymnia physodes/tubulosa,2021-08-17 14:36:29,45.76506,3.04212,n1;n2;o2;n3;n4;
2439,3799827,Candelaria concolor ,2021-08-17 14:36:30,45.76506,3.04212,n1;s1;n2;s2;o2;n3;s3;e3;o3;n4;s4;o4;e5;o5;
2440,3799828,Punctelia sp.,2021-08-17 14:36:30,45.76506,3.04212,n2;
2441,3799829,Melanohalea exasperata ,2021-08-17 14:36:30,45.76506,3.04212,e1;s2;e2;o3;o4;e5;
2442,3799833,Null,2021-08-17 14:39:52,45.76506,3.04212,e1;e3;
2443,3799834,Physcia aipolia/stellaris,2021-08-17 14:39:54,45.76506,3.04212,s1;s2;e2;s3;o3;s4;e5;
2444,3799835,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],2021-08-17 14:39:54,45.76506,3.04212,e4;
2445,3799836,Physcia adscendens/tenella,2021-08-17 14:39:54,45.76506,3.04212,s1;s2;o4;o5;
2446,3799837,Physconia distorta ,2021-08-17 14:39:55,45.76506,3.04212,s1;s2;
2447,3799838,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],2021-08-17 14:39:55,45.76506,3.04212,s2;o2;s4;o4;o5;
2448,3799839,Evernia prunastri (L.) Ach. [1810],2021-08-17 14:47:45,45.76506,3.04195,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;s3;
2449,3799840,Parmelia sulcata ,2021-08-17 14:47:45,45.76506,3.04195,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;s1;s2;s3;
2450,3799841,autres Melanohalea,2021-08-17 14:47:46,45.76506,3.04195,n1;n2;e4;n5;
2451,3799842,Amandinea punctata/Lecidella elaeochroma,2021-08-17 14:47:46,45.76506,3.04195,s1;s2;s4;s5;
2452,3799843,Lecanora sp.,2021-08-17 14:47:46,45.76506,3.04195,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
2453,3799844,Flavoparmelia caperata/soredians,2021-08-17 14:47:47,45.76506,3.04195,s2;o2;n3;e3;o3;n4;e4;o4;e5;o5;
2454,3799845,Hypogymnia physodes/tubulosa,2021-08-17 14:47:47,45.76506,3.04195,n1;o1;n2;o2;n3;o3;n5;e5;o5;
2455,3799846,Candelaria concolor ,2021-08-17 14:47:47,45.76506,3.04195,e1;e2;e3;e4;e5;n1;o1;o2;s3;n4;s5;
2456,3799847,Punctelia sp.,2021-08-17 14:47:49,45.76506,3.04195,n1;n2;o2;n3;
2457,3799848,Melanohalea exasperata ,2021-08-17 14:47:49,45.76506,3.04195,s1;o1;
2458,3799857,Physcia aipolia/stellaris,2021-08-17 14:50:13,45.76506,3.04195,s1;e3;
2459,3799858,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],2021-08-17 14:50:13,45.76506,3.04195,e3;
2460,3799859,Physcia adscendens/tenella,2021-08-17 14:50:15,45.76506,3.04195,s3;e3;e5;
