Identifiant,Espèce,id_site,id_arbre
3790684,Physconia grisea (Lam.) Poelt [1965],nannan,
3790685,Parmelina tiliacea/pastillifera,nannan,
3790686,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3790687,Punctelia sp.,nannan,
3790689,Lecanora sp.,nannan,
3790690,Physcia adscendens/tenella,nannan,
3790691,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3790692,Amandinea punctata/Lecidella elaeochroma,nannan,
3790693,Lecanora sp.,nannan,
3790699,Physcia adscendens/tenella,nannan,
3790700,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3790701,Candelaria concolor ,nannan,
3790702,Amandinea punctata/Lecidella elaeochroma,nannan,
3790703,Physconia grisea (Lam.) Poelt [1965],nannan,
3790704,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3790705,Lecanora sp.,nannan,
3790706,autre lichen crustacé,nannan,
3790707,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3790708,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3790709,autres Melanohalea,nannan,
3791421,Punctelia jeckeri,nannan,
3791422,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791423,Physcia adscendens/tenella,nannan,
3791424,Amandinea punctata/Lecidella elaeochroma,nannan,
3791425,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791426,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791427,Lecanora sp.,nannan,
3791428,lichen crustacé à aspect poudreux,nannan,
3791429,Physconia grisea (Lam.) Poelt [1965],nannan,
3791430,Punctelia subrudecta,nannan,
3791431,Candelaria concolor ,nannan,
3791432,Physcia adscendens/tenella,nannan,
3791433,Punctelia subrudecta,nannan,
3791434,Physconia grisea (Lam.) Poelt [1965],nannan,
3791435,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791436,autre lichen foliacé,nannan,
3791437,Parmotrema perlatum/reticulatum,nannan,
3791438,Amandinea punctata/Lecidella elaeochroma,nannan,
3791439,Punctelia jeckeri,nannan,
3791440,lichen crustacé à aspect poudreux,nannan,
3791441,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791442,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791443,Parmelia sulcata ,nannan,
3791444,Punctelia jeckeri,nannan,
3791445,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791446,Physcia adscendens/tenella,nannan,
3791447,Physconia grisea (Lam.) Poelt [1965],nannan,
3791448,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791449,Candelaria concolor ,nannan,
3791450,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791451,autres Melanohalea,nannan,
3791452,Amandinea punctata/Lecidella elaeochroma,nannan,
3791453,autre lichen foliacé,nannan,
3791454,Lecanora sp.,nannan,
3791455,lichen crustacé à aspect poudreux,nannan,
3791460,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791461,Physcia adscendens/tenella,nannan,
3791462,Lecanora sp.,nannan,
3791463,Candelaria concolor ,nannan,
3791464,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791465,Amandinea punctata/Lecidella elaeochroma,nannan,
3791466,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791467,autres Melanohalea,nannan,
3791468,Parmelia sulcata ,nannan,
3791469,autre lichen foliacé,nannan,
3791470,Amandinea punctata/Lecidella elaeochroma,nannan,
3791471,Lecanora sp.,nannan,
3791472,autre lichen foliacé,nannan,
3791473,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791474,lichen crustacé à aspect poudreux,nannan,
3791475,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791476,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791477,Amandinea punctata/Lecidella elaeochroma,nannan,
3791478,Lecanora sp.,nannan,
3791479,lichen crustacé à aspect poudreux,nannan,
3791480,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791481,Pertusaria pertusa ,nannan,
3791485,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791486,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791487,Lecanora sp.,nannan,
3791488,Candelariella sp.,nannan,
3791489,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791490,Physcia adscendens/tenella,nannan,
3791491,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791492,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791493,Candelaria concolor ,nannan,
3791494,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791495,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791496,Amandinea punctata/Lecidella elaeochroma,nannan,
3791501,Amandinea punctata/Lecidella elaeochroma,nannan,
3791502,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791503,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791504,Candelaria concolor ,nannan,
3791505,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791506,Physcia adscendens/tenella,nannan,
3791507,Amandinea punctata/Lecidella elaeochroma,nannan,
3791508,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791509,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791510,Lecanora sp.,nannan,
3791512,Physconia distorta ,nannan,
3791513,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791514,Physcia adscendens/tenella,nannan,
3791515,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791516,Amandinea punctata/Lecidella elaeochroma,nannan,
3791517,Physconia distorta ,nannan,
3791518,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791523,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791524,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791525,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791526,Amandinea punctata/Lecidella elaeochroma,nannan,
3791527,Physcia adscendens/tenella,nannan,
3791528,lichen crustacé à aspect poudreux,nannan,
3791529,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791530,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791531,Candelariella sp.,nannan,
3791532,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791533,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791534,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791535,Physcia adscendens/tenella,nannan,
3791536,Pertusaria pertusa ,nannan,
3791537,Amandinea punctata/Lecidella elaeochroma,nannan,
3791545,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791546,Physcia adscendens/tenella,nannan,
3791547,Lecanora sp.,nannan,
3791548,Candelaria concolor ,nannan,
3791549,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791550,lichen crustacé à aspect poudreux,nannan,
3791551,Punctelia subrudecta,nannan,
3791552,Amandinea punctata/Lecidella elaeochroma,nannan,
3791553,Physconia grisea (Lam.) Poelt [1965],nannan,
3791554,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791555,Physcia adscendens/tenella,nannan,
3791556,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791557,Amandinea punctata/Lecidella elaeochroma,nannan,
3791558,Lecanora sp.,nannan,
3791559,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791560,lichen crustacé à aspect poudreux,nannan,
3791561,Amandinea punctata/Lecidella elaeochroma,nannan,
3791562,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791563,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791564,lichen crustacé à aspect poudreux,nannan,
3791565,Lecanora sp.,nannan,
3791570,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791571,Candelaria concolor ,nannan,
3791572,Physcia adscendens/tenella,nannan,
3791573,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791574,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791575,autre lichen crustacé,nannan,
3791576,Candelariella sp.,nannan,
3791577,Amandinea punctata/Lecidella elaeochroma,nannan,
3791578,Punctelia subrudecta,nannan,
3791579,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791580,autre lichen crustacé,nannan,
3791581,Physcia adscendens/tenella,nannan,
3791582,Candelaria concolor ,nannan,
3791583,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791584,Candelariella sp.,nannan,
3791585,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791586,Physconia grisea (Lam.) Poelt [1965],nannan,
3791587,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791588,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791589,Candelaria concolor ,nannan,
3791590,Physcia adscendens/tenella,nannan,
3791591,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791592,lichen crustacé à aspect poudreux,nannan,
3791596,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791597,Physcia adscendens/tenella,nannan,
3791598,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791599,Amandinea punctata/Lecidella elaeochroma,nannan,
3791600,Lecanora sp.,nannan,
3791601,lichen crustacé à aspect poudreux,nannan,
3791602,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791603,Physcia adscendens/tenella,nannan,
3791604,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791605,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791606,Parmotrema perlatum/reticulatum,nannan,
3791607,Punctelia subrudecta,nannan,
3791608,Amandinea punctata/Lecidella elaeochroma,nannan,
3791609,Candelariella sp.,nannan,
3791610,Parmelia sulcata ,nannan,
3791611,Flavoparmelia caperata/soredians,nannan,
3791614,Lecanora sp.,nannan,
3791615,Punctelia jeckeri,nannan,
3791616,lichen crustacé à aspect poudreux,nannan,
3791617,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791618,Candelaria concolor ,nannan,
3791619,Candelariella sp.,nannan,
3791620,Physcia adscendens/tenella,nannan,
3791621,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791622,Punctelia subrudecta,nannan,
3791623,Amandinea punctata/Lecidella elaeochroma,nannan,
3791624,Lecanora sp.,nannan,
3791625,Hypogymnia physodes/tubulosa,nannan,
3791626,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791627,Melanohalea exasperata ,nannan,
3791628,Flavoparmelia caperata/soredians,nannan,
3791629,Punctelia jeckeri,nannan,
3791630,Parmelia sulcata ,nannan,
3791631,autre lichen foliacé,nannan,
3791632,lichen crustacé à aspect poudreux,nannan,
3791633,lichen crustacé à aspect poudreux,nannan,
3791637,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791638,Candelaria concolor ,nannan,
3791639,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791640,Physcia adscendens/tenella,nannan,
3791641,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791642,Candelariella sp.,nannan,
3791643,Amandinea punctata/Lecidella elaeochroma,nannan,
3791644,Punctelia subrudecta,nannan,
3791645,Flavoparmelia caperata/soredians,nannan,
3791646,Physconia grisea (Lam.) Poelt [1965],nannan,
3791647,Parmelia sulcata ,nannan,
3791648,Punctelia jeckeri,nannan,
3791649,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791650,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791651,Amandinea punctata/Lecidella elaeochroma,nannan,
3791652,Physcia adscendens/tenella,nannan,
3791653,Candelaria concolor ,nannan,
3791654,Lecanora sp.,nannan,
3791655,Candelariella sp.,nannan,
3791656,Ramalina farinacea (L.) Ach. [1810],nannan,
3791657,Flavoparmelia caperata/soredians,nannan,
3791658,Parmelia sulcata ,nannan,
3791659,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791660,Physconia grisea (Lam.) Poelt [1965],nannan,
3791661,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791662,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791663,Physcia adscendens/tenella,nannan,
3791664,Physconia grisea (Lam.) Poelt [1965],nannan,
3791665,Amandinea punctata/Lecidella elaeochroma,nannan,
3791666,Candelaria concolor ,nannan,
3791667,Candelariella sp.,nannan,
3791668,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791669,Lecanora sp.,nannan,
3791670,autres Melanohalea,nannan,
3791675,Amandinea punctata/Lecidella elaeochroma,nannan,
3791676,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791677,Physcia adscendens/tenella,nannan,
3791678,autre lichen crustacé,nannan,
3791679,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791680,Lecanora sp.,nannan,
3791681,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791682,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791683,autre lichen crustacé,nannan,
3791684,Candelariella sp.,nannan,
3791685,Candelaria concolor ,nannan,
3791686,Amandinea punctata/Lecidella elaeochroma,nannan,
3791687,Lecanora sp.,nannan,
3791688,Physcia adscendens/tenella,nannan,
3791689,Amandinea punctata/Lecidella elaeochroma,nannan,
3791690,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791691,Candelaria concolor ,nannan,
3791692,Candelariella sp.,nannan,
3791693,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791694,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791695,lichen crustacé à aspect poudreux,nannan,
3791699,Amandinea punctata/Lecidella elaeochroma,nannan,
3791700,Lecanora sp.,nannan,
3791701,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791702,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791703,Physconia grisea (Lam.) Poelt [1965],nannan,
3791704,autre lichen crustacé,nannan,
3791705,Candelariella sp.,nannan,
3791706,Amandinea punctata/Lecidella elaeochroma,nannan,
3791707,Lecanora sp.,nannan,
3791708,Physconia grisea (Lam.) Poelt [1965],nannan,
3791709,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791710,Amandinea punctata/Lecidella elaeochroma,nannan,
3791711,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791712,Physcia adscendens/tenella,nannan,
3791713,Lecanora sp.,nannan,
3791714,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791715,Candelariella sp.,nannan,
3791722,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791723,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791724,Candelaria concolor ,nannan,
3791725,Amandinea punctata/Lecidella elaeochroma,nannan,
3791726,autre lichen crustacé,nannan,
3791727,Physconia grisea (Lam.) Poelt [1965],nannan,
3791728,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791729,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791730,Amandinea punctata/Lecidella elaeochroma,nannan,
3791731,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791732,Physcia adscendens/tenella,nannan,
3791733,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791734,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791735,Amandinea punctata/Lecidella elaeochroma,nannan,
3791736,Physconia grisea (Lam.) Poelt [1965],nannan,
3791737,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791738,autre lichen crustacé,nannan,
3791739,Candelariella sp.,nannan,
3791743,autre lichen foliacé,nannan,
3791744,autre lichen foliacé,nannan,
3791745,autre lichen crustacé,nannan,
3791746,Candelariella sp.,nannan,
3791747,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791748,autre lichen foliacé,nannan,
3791749,autre lichen crustacé,nannan,
3791750,Amandinea punctata/Lecidella elaeochroma,nannan,
3791751,Amandinea punctata/Lecidella elaeochroma,nannan,
3791752,autre lichen crustacé,nannan,
3791756,Amandinea punctata/Lecidella elaeochroma,nannan,
3791757,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791758,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791759,Physcia adscendens/tenella,nannan,
3791760,lichen crustacé à aspect poudreux,nannan,
3791761,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791762,Ramalina farinacea (L.) Ach. [1810],nannan,
3791763,Physconia grisea (Lam.) Poelt [1965],nannan,
3791764,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791765,Physcia adscendens/tenella,nannan,
3791766,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791767,Amandinea punctata/Lecidella elaeochroma,nannan,
3791768,Flavoparmelia caperata/soredians,nannan,
3791769,Physcia adscendens/tenella,nannan,
3791770,Lecanora sp.,nannan,
3791771,autre lichen crustacé,nannan,
3791772,lichen crustacé à aspect poudreux,nannan,
3791773,Candelariella sp.,nannan,
3791774,Physcia adscendens/tenella,nannan,
3791775,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791776,Flavoparmelia caperata/soredians,nannan,
3791777,Amandinea punctata/Lecidella elaeochroma,nannan,
3791778,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791779,Evernia prunastri (L.) Ach. [1810],nannan,
3791780,Physconia grisea (Lam.) Poelt [1965],nannan,
3791781,autres Melanohalea,nannan,
3791782,Candelariella sp.,nannan,
3791783,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791784,Candelaria concolor ,nannan,
3791785,Punctelia sp.,nannan,
3791789,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791790,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791791,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791792,Physcia adscendens/tenella,nannan,
3791793,Candelariella sp.,nannan,
3791794,Amandinea punctata/Lecidella elaeochroma,nannan,
3791795,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791796,Candelariella sp.,nannan,
3791797,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791798,Lecanora sp.,nannan,
3791799,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791800,Physcia adscendens/tenella,nannan,
3791801,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791802,Lecanora sp.,nannan,
3791803,Amandinea punctata/Lecidella elaeochroma,nannan,
3791804,Physcia adscendens/tenella,nannan,
3791805,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3791806,Physconia grisea (Lam.) Poelt [1965],nannan,
3791807,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791808,Candelariella sp.,nannan,
3791809,lichen crustacé à aspect poudreux,nannan,
3791821,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791822,Parmelia sulcata ,nannan,
3791823,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791824,autre lichen foliacé,nannan,
3791825,Physcia aipolia/stellaris,nannan,
3791826,Physconia distorta ,nannan,
3791827,Lecanora sp.,nannan,
3791828,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791829,Parmelia sulcata ,nannan,
3791830,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791831,autre lichen foliacé,nannan,
3791832,Physcia aipolia/stellaris,nannan,
3791833,Physconia distorta ,nannan,
3791834,Candelaria concolor ,nannan,
3791835,autre lichen foliacé,nannan,
3791836,Physconia grisea (Lam.) Poelt [1965],nannan,
3791837,Evernia prunastri (L.) Ach. [1810],nannan,
3791838,Physcia adscendens/tenella,nannan,
3791839,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3791840,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3791841,autre lichen foliacé,nannan,
3791842,Physcia aipolia/stellaris,nannan,
3791843,Lecanora sp.,nannan,
3791844,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3791845,Amandinea punctata/Lecidella elaeochroma,nannan,
3795535,Flavoparmelia caperata/soredians,nannan,
3795536,Evernia prunastri (L.) Ach. [1810],nannan,
3795537,Parmelia sulcata ,nannan,
3795538,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3795539,Physcia adscendens/tenella,nannan,
3795540,Physcia aipolia/stellaris,nannan,
3795541,Lecanora sp.,nannan,
3795542,Amandinea punctata/Lecidella elaeochroma,nannan,
3795543,Hypogymnia physodes/tubulosa,nannan,
3795544,Melanelixia glabratula/subaurifera,nannan,
3795545,autres Melanohalea,nannan,
3795546,Flavoparmelia caperata/soredians,nannan,
3795547,Parmelia sulcata ,nannan,
3795548,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3795549,Physcia adscendens/tenella,nannan,
3795550,Physcia aipolia/stellaris,nannan,
3795551,Amandinea punctata/Lecidella elaeochroma,nannan,
3795552,Melanelixia glabratula/subaurifera,nannan,
3795553,autre lichen foliacé,nannan,
3795554,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3795555,Physconia grisea (Lam.) Poelt [1965],nannan,
3795556,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3795557,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3795558,Flavoparmelia caperata/soredians,nannan,
3795559,Evernia prunastri (L.) Ach. [1810],nannan,
3795560,Parmelia sulcata ,nannan,
3795561,Physcia adscendens/tenella,nannan,
3795562,Physcia aipolia/stellaris,nannan,
3795563,Lecanora sp.,nannan,
3795564,Amandinea punctata/Lecidella elaeochroma,nannan,
3795565,Hypogymnia physodes/tubulosa,nannan,
3795566,Melanelixia glabratula/subaurifera,nannan,
3795567,autre lichen foliacé,nannan,
3795568,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3795569,Physconia grisea (Lam.) Poelt [1965],nannan,
3795570,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3795571,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3795572,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3795934,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3795935,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3795936,Candelaria concolor ,nannan,
3795937,Physcia adscendens/tenella,nannan,
3795938,Physcia aipolia/stellaris,nannan,
3795939,Lecanora sp.,nannan,
3795940,Parmelia sulcata ,nannan,
3795941,Amandinea punctata/Lecidella elaeochroma,nannan,
3795942,autre lichen foliacé,nannan,
3795943,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3795944,Physconia distorta ,nannan,
3795946,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3795947,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3795948,Candelaria concolor ,nannan,
3795949,Physcia adscendens/tenella,nannan,
3795950,Lecanora sp.,nannan,
3795951,Parmelia sulcata ,nannan,
3795952,Amandinea punctata/Lecidella elaeochroma,nannan,
3795953,autre lichen foliacé,nannan,
3795954,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3795955,Physconia distorta ,nannan,
3795956,Physconia grisea (Lam.) Poelt [1965],nannan,
3796674,Amandinea punctata/Lecidella elaeochroma,nannan,
3796675,Candelaria concolor ,nannan,
3796676,Physcia adscendens/tenella,nannan,
3796677,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3796678,Melanelixia glabratula/subaurifera,nannan,
3796679,Lecanora sp.,nannan,
3796680,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3796681,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3796682,Flavoparmelia caperata/soredians,nannan,
3796683,Amandinea punctata/Lecidella elaeochroma,nannan,
3796684,Candelaria concolor ,nannan,
3796685,Physcia adscendens/tenella,nannan,
3796686,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3796687,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3796688,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3796689,Amandinea punctata/Lecidella elaeochroma,nannan,
3796690,Candelaria concolor ,nannan,
3796691,Physcia adscendens/tenella,nannan,
3796692,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3796693,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3796694,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3796695,Flavoparmelia caperata/soredians,nannan,
3798044,Physcia adscendens/tenella,nannan,
3798045,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3798046,Candelaria concolor ,nannan,
3798047,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3798048,Physcia adscendens/tenella,nannan,
3798049,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3798050,Candelaria concolor ,nannan,
3798051,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3798052,Amandinea punctata/Lecidella elaeochroma,nannan,
3798053,Melanohalea exasperata ,nannan,
3798054,autre lichen foliacé,nannan,
3798055,Physcia adscendens/tenella,nannan,
3798056,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3798057,Candelaria concolor ,nannan,
3798058,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3798059,Melanohalea exasperata ,nannan,
3798060,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3798061,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3798062,Flavoparmelia caperata/soredians,nannan,
3799820,Evernia prunastri (L.) Ach. [1810],nannan,
3799821,Parmelia sulcata ,nannan,
3799822,autres Melanohalea,nannan,
3799823,Amandinea punctata/Lecidella elaeochroma,nannan,
3799824,Lecanora sp.,nannan,
3799825,Flavoparmelia caperata/soredians,nannan,
3799826,Hypogymnia physodes/tubulosa,nannan,
3799827,Candelaria concolor ,nannan,
3799828,Punctelia sp.,nannan,
3799829,Melanohalea exasperata ,nannan,
3799833,Null,nannan,
3799834,Physcia aipolia/stellaris,nannan,
3799835,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3799836,Physcia adscendens/tenella,nannan,
3799837,Physconia distorta ,nannan,
3799838,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3799839,Evernia prunastri (L.) Ach. [1810],nannan,
3799840,Parmelia sulcata ,nannan,
3799841,autres Melanohalea,nannan,
3799842,Amandinea punctata/Lecidella elaeochroma,nannan,
3799843,Lecanora sp.,nannan,
3799844,Flavoparmelia caperata/soredians,nannan,
3799845,Hypogymnia physodes/tubulosa,nannan,
3799846,Candelaria concolor ,nannan,
3799847,Punctelia sp.,nannan,
3799848,Melanohalea exasperata ,nannan,
3799857,Physcia aipolia/stellaris,nannan,
3799858,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3799859,Physcia adscendens/tenella,nannan,
3799860,Physconia distorta ,nannan,
