"Identifiant unique",Identifiant,Espèce,"Numéro nomenclatural","Nom retenu","Numéro nomenclatural nom retenu",Famille,"Référentiel taxonomique",Certitude,"Type d'observation","Source de la saisie",Spontanéité,Latitude,Longitude,"Référentiel Géographique",Pays,Commune,"Identifiant Commune","Floutage (niveau de localisation diffusé)",Altitude,Lieu-dit,Milieu,Date,Notes,"Programme de sciences participatives ou observatoire citoyen","Mots Clés","Lien vers l'observation sur IdentiPlante",Image(s),Auteur,"Cohérence entre la localité et les coordonnées GPS","Précision de la localisation",Station,"Indicateur de fiabilité","Détermination validée sur IdentiPlante","Score IdentiPlante",Abondance,Phénologie,"Présence d'un échantillon d'herbier","Date Création","Date Modification",Transmis,"Date Transmission",Observateur,"Structure de l'observateur",Déterminateur,"Source bibliographique",ext:altitude-releve,ext:circonference,ext:face-ombre,ext:latitude-releve,ext:longitude-releve,ext:num_arbre,ext:rue,ext:rue-arbres,ext:id_obs_arbre,ext:loc-sur-tronc,ext:com-arbres,ext:latitude-arbres,ext:longitude-arbres,ext:altitude-arbres
urn:lsid:tela-botanica.org:cel:3795940,3795940,"Parmelia sulcata ",58889,"Parmelia sulcata Taylor s.l.",58889,Parmeliaceae,taxreflich,certain,"observation de terrain",widget,1,45.79027,3.07069,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:23:52","2021-07-21 15:23:52",oui,"2021-07-21 15:23:52",,,,,,,,,,,"Parc Montjuzet",,3795932,e3;,,,,
urn:lsid:tela-botanica.org:cel:3795941,3795941,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",0,,,certain,"observation de terrain",widget,1,45.79027,3.07069,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:23:53","2021-07-21 15:23:53",oui,"2021-07-21 15:23:53",,,,,,,,,,,"Parc Montjuzet",,3795932,s1;s2;e2;s3;s4;e4;s5;,,,,
urn:lsid:tela-botanica.org:cel:3795942,3795942,"autre lichen foliacé",,"autre lichen foliacé",0,,,certain,"observation de terrain",widget,1,45.79027,3.07069,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,"Xanthomendoza huculica",tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:23:53","2021-07-21 15:23:53",oui,"2021-07-21 15:23:53",,,,,,,,,,,"Parc Montjuzet",,3795932,s5;,,,,
urn:lsid:tela-botanica.org:cel:3795943,3795943,"Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988]",660486,"Pleurosticta acetabulum (Neck.) Elix & Lumbsch, 1988",660486,Parmeliaceae,taxreflich,certain,"observation de terrain",widget,1,45.79027,3.07069,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:23:54","2021-07-21 15:23:54",oui,"2021-07-21 15:23:54",,,,,,,,,,,"Parc Montjuzet",,3795932,o2;,,,,
urn:lsid:tela-botanica.org:cel:3795944,3795944,"Physconia distorta ",59979,"Physconia distorta (With.) J. R. Laundon",59979,Physciaceae,taxreflich,certain,"observation de terrain",widget,1,45.79027,3.07069,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:24:48","2021-07-21 15:24:48",oui,"2021-07-21 15:24:48",,,,,,,,,,,"Parc Montjuzet",,3795932,o3;,,,,
urn:lsid:tela-botanica.org:cel:3795946,3795946,"Phaeophyscia orbicularis (Neck.) Moberg [1977]",59961,"Phaeophyscia orbicularis (Neck.) Moberg, 1977",59961,Physciaceae,taxreflich,certain,"observation de terrain",widget,1,45.79024,3.07061,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:29:01","2021-07-21 15:29:01",oui,"2021-07-21 15:29:01",,,,,,,,,,,"Parc Montjuzet",,3795933,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;e3;e4;,,,,
urn:lsid:tela-botanica.org:cel:3795947,3795947,"Xanthoria parietina (L.) Th.Fr. [1860]",59568,"Xanthoria parietina (L.) Th.Fr., 1860",59568,Teloschistaceae,taxreflich,certain,"observation de terrain",widget,1,45.79024,3.07061,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:29:02","2021-07-21 15:29:02",oui,"2021-07-21 15:29:02",,,,,,,,,,,"Parc Montjuzet",,3795933,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3795948,3795948,"Candelaria concolor ",58792,"Candelaria concolor (Dicks.) Stein",58792,Candelariaceae,taxreflich,certain,"observation de terrain",widget,1,45.79024,3.07061,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:29:02","2021-07-21 15:29:02",oui,"2021-07-21 15:29:02",,,,,,,,,,,"Parc Montjuzet",,3795933,n1;n2;n3;n4;n5;,,,,
urn:lsid:tela-botanica.org:cel:3795949,3795949,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxreflich,certain,"observation de terrain",widget,1,45.79024,3.07061,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:29:02","2021-07-21 15:29:02",oui,"2021-07-21 15:29:02",,,,,,,,,,,"Parc Montjuzet",,3795933,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;e1;e2;e3;e4;,,,,
urn:lsid:tela-botanica.org:cel:3795950,3795950,"Lecanora sp.",193910,"Lecanora sp.",193910,,taxreflich,certain,"observation de terrain",widget,1,45.79024,3.07061,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:29:03","2021-07-21 15:29:03",oui,"2021-07-21 15:29:03",,,,,,,,,,,"Parc Montjuzet",,3795933,n1;o1;o2;,,,,
urn:lsid:tela-botanica.org:cel:3795951,3795951,"Parmelia sulcata ",58889,"Parmelia sulcata Taylor s.l.",58889,Parmeliaceae,taxreflich,certain,"observation de terrain",widget,1,45.79024,3.07061,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:29:03","2021-07-21 15:29:03",oui,"2021-07-21 15:29:03",,,,,,,,,,,"Parc Montjuzet",,3795933,n1;,,,,
urn:lsid:tela-botanica.org:cel:3795952,3795952,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",0,,,certain,"observation de terrain",widget,1,45.79024,3.07061,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:29:03","2021-07-21 15:29:03",oui,"2021-07-21 15:29:03",,,,,,,,,,,"Parc Montjuzet",,3795933,s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e2;,,,,
urn:lsid:tela-botanica.org:cel:3795953,3795953,"autre lichen foliacé",,"autre lichen foliacé",0,,,certain,"observation de terrain",widget,1,45.79024,3.07061,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,"Xanthomendoza huculica",tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:29:04","2021-07-21 15:29:04",oui,"2021-07-21 15:29:04",,,,,,,,,,,"Parc Montjuzet",,3795933,s1;s3;e3;e4;e5;,,,,
urn:lsid:tela-botanica.org:cel:3795954,3795954,"Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988]",660486,"Pleurosticta acetabulum (Neck.) Elix & Lumbsch, 1988",660486,Parmeliaceae,taxreflich,certain,"observation de terrain",widget,1,45.79024,3.07061,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:29:04","2021-07-21 15:29:04",oui,"2021-07-21 15:29:04",,,,,,,,,,,"Parc Montjuzet",,3795933,o5;,,,,
urn:lsid:tela-botanica.org:cel:3795955,3795955,"Physconia distorta ",59979,"Physconia distorta (With.) J. R. Laundon",59979,Physciaceae,taxreflich,certain,"observation de terrain",widget,1,45.79024,3.07061,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:29:04","2021-07-21 15:29:04",oui,"2021-07-21 15:29:04",,,,,,,,,,,"Parc Montjuzet",,3795933,o1;n4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3795956,3795956,"Physconia grisea (Lam.) Poelt [1965]",59171,"Physconia grisea (Lam.) Poelt, 1965",59171,Physciaceae,taxreflich,certain,"observation de terrain",widget,1,45.79024,3.07061,WGS84,FR,Clermont-Ferrand,63113,précise,460,,,2021/07/21,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-21 15:29:29","2021-07-21 15:29:29",oui,"2021-07-21 15:29:29",,,,,,,,,,,"Parc Montjuzet",,3795933,o2;,,,,
urn:lsid:tela-botanica.org:cel:3796671,3796671,"Quercus rubra L.",54564,"Quercus rubra L.",54564,Fagaceae,bdtfx,certain,"observation de terrain",widget,1,45.76976,3.13633,WGS84,FR,Clermont-Ferrand,63113,précise,346,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",www.tela-botanica.org/appli:identiplante#obs~3796671,"https://api.tela-botanica.org/img:002493857O,","Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:48:12","2021-07-27 12:48:12",oui,"2021-07-27 12:48:12",,,,,,50,aucune,45.76971576876876,3.1365269422531132,1,"Rue Jean-Auguste Senèze","Rue Jean-Auguste Senèze",,,,,,
urn:lsid:tela-botanica.org:cel:3796672,3796672,"Quercus rubra L.",54564,"Quercus rubra L.",54564,Fagaceae,bdtfx,certain,"observation de terrain",widget,1,45.76979,3.13649,WGS84,FR,Clermont-Ferrand,63113,précise,345,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:48:15","2021-07-27 12:48:15",oui,"2021-07-27 12:48:15",,,,,,45,aucune,45.76971576876876,3.1365269422531132,2,"Rue Jean-Auguste Senèze","Rue Jean-Auguste Senèze",,,,,,
urn:lsid:tela-botanica.org:cel:3796673,3796673,"Quercus rubra L.",54564,"Quercus rubra L.",54564,Fagaceae,bdtfx,certain,"observation de terrain",widget,1,45.76981,3.13662,WGS84,FR,Clermont-Ferrand,63113,précise,345,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:48:15","2021-07-27 12:48:15",oui,"2021-07-27 12:48:15",,,,,,45,aucune,45.76971576876876,3.1365269422531132,3,"Rue Jean-Auguste Senèze","Rue Jean-Auguste Senèze",,,,,,
urn:lsid:tela-botanica.org:cel:3796674,3796674,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",0,,,certain,"observation de terrain",widget,1,45.76976,3.13633,WGS84,FR,Clermont-Ferrand,63113,précise,346,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",www.tela-botanica.org/appli:identiplante#obs~3796674,"https://api.tela-botanica.org/img:002493859O,","Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:56:11","2021-07-27 12:56:11",oui,"2021-07-27 12:56:11",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796671,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3796675,3796675,"Candelaria concolor ",58792,"Candelaria concolor (Dicks.) Stein",58792,Candelariaceae,taxreflich,certain,"observation de terrain",widget,1,45.76976,3.13633,WGS84,FR,Clermont-Ferrand,63113,précise,346,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:56:12","2021-07-27 12:56:12",oui,"2021-07-27 12:56:12",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796671,e1;e2;e3;e4;e5;n1;s1;n2;s2;n3;n4;,,,,
urn:lsid:tela-botanica.org:cel:3796676,3796676,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxreflich,certain,"observation de terrain",widget,1,45.76976,3.13633,WGS84,FR,Clermont-Ferrand,63113,précise,346,,,2021/07/27,"Les deux espèces sont présentes en mélange",tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:56:12","2021-07-27 12:56:12",oui,"2021-07-27 12:56:12",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796671,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3796677,3796677,"Phaeophyscia orbicularis (Neck.) Moberg [1977]",59961,"Phaeophyscia orbicularis (Neck.) Moberg, 1977",59961,Physciaceae,taxreflich,certain,"observation de terrain",widget,1,45.76976,3.13633,WGS84,FR,Clermont-Ferrand,63113,précise,346,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",www.tela-botanica.org/appli:identiplante#obs~3796677,"https://api.tela-botanica.org/img:002493860O,","Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:56:13","2021-07-27 12:56:13",oui,"2021-07-27 12:56:13",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796671,o1;o2;o3;o4;o5;n1;s1;e1;n2;s2;s3;n5;,,,,
urn:lsid:tela-botanica.org:cel:3796678,3796678,"Melanelixia glabratula/subaurifera",652934,"Melanelixia glabratula/subaurifera",652934,,taxreflich,certain,"observation de terrain",widget,1,45.76976,3.13633,WGS84,FR,Clermont-Ferrand,63113,précise,346,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:56:13","2021-07-27 12:56:13",oui,"2021-07-27 12:56:13",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796671,n1;n3;n4;s4;,,,,
urn:lsid:tela-botanica.org:cel:3796679,3796679,"Lecanora sp.",193910,"Lecanora sp.",193910,,taxreflich,certain,"observation de terrain",widget,1,45.76976,3.13633,WGS84,FR,Clermont-Ferrand,63113,précise,346,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:56:14","2021-07-27 12:56:14",oui,"2021-07-27 12:56:14",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796671,n3;e3;,,,,
urn:lsid:tela-botanica.org:cel:3796680,3796680,"Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979]",59213,"Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt, 1979",59213,Physciaceae,taxreflich,certain,"observation de terrain",widget,1,45.76976,3.13633,WGS84,FR,Clermont-Ferrand,63113,précise,346,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:56:14","2021-07-27 12:56:14",oui,"2021-07-27 12:56:14",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796671,n1;s1;o1;s2;o2;o5;,,,,
urn:lsid:tela-botanica.org:cel:3796681,3796681,"Xanthoria parietina (L.) Th.Fr. [1860]",59568,"Xanthoria parietina (L.) Th.Fr., 1860",59568,Teloschistaceae,taxreflich,certain,"observation de terrain",widget,1,45.76976,3.13633,WGS84,FR,Clermont-Ferrand,63113,précise,346,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:56:14","2021-07-27 12:56:14",oui,"2021-07-27 12:56:14",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796671,n1;s2;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3796682,3796682,"Flavoparmelia caperata/soredians",652940,"Flavoparmelia caperata/soredians",652940,,taxreflich,certain,"observation de terrain",widget,1,45.76976,3.13633,WGS84,FR,Clermont-Ferrand,63113,précise,346,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",www.tela-botanica.org/appli:identiplante#obs~3796682,"https://api.tela-botanica.org/img:002493861O,","Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,3,,,0,"2021-07-27 12:56:15","2021-07-27 12:56:15",oui,"2021-07-27 12:56:15",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796671,s3;e3;s4;o4;,,,,
urn:lsid:tela-botanica.org:cel:3796683,3796683,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",0,,,certain,"observation de terrain",widget,1,45.76979,3.13649,WGS84,FR,Clermont-Ferrand,63113,précise,345,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:59:38","2021-07-27 12:59:38",oui,"2021-07-27 12:59:38",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796672,n1;n2;n3;n4;n5;o1;e3;o4;,,,,
urn:lsid:tela-botanica.org:cel:3796684,3796684,"Candelaria concolor ",58792,"Candelaria concolor (Dicks.) Stein",58792,Candelariaceae,taxreflich,certain,"observation de terrain",widget,1,45.76979,3.13649,WGS84,FR,Clermont-Ferrand,63113,précise,345,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:59:38","2021-07-27 12:59:38",oui,"2021-07-27 12:59:38",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796672,n1;n2;e2;n3;e3;o4;n5;,,,,
urn:lsid:tela-botanica.org:cel:3796685,3796685,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxreflich,certain,"observation de terrain",widget,1,45.76979,3.13649,WGS84,FR,Clermont-Ferrand,63113,précise,345,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:59:39","2021-07-27 12:59:39",oui,"2021-07-27 12:59:39",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796672,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;s1;s3;,,,,
urn:lsid:tela-botanica.org:cel:3796686,3796686,"Phaeophyscia orbicularis (Neck.) Moberg [1977]",59961,"Phaeophyscia orbicularis (Neck.) Moberg, 1977",59961,Physciaceae,taxreflich,certain,"observation de terrain",widget,1,45.76979,3.13649,WGS84,FR,Clermont-Ferrand,63113,précise,345,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:59:39","2021-07-27 12:59:39",oui,"2021-07-27 12:59:39",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796672,n1;e1;n2;e2;n3;e3;,,,,
urn:lsid:tela-botanica.org:cel:3796687,3796687,"Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979]",59213,"Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt, 1979",59213,Physciaceae,taxreflich,certain,"observation de terrain",widget,1,45.76979,3.13649,WGS84,FR,Clermont-Ferrand,63113,précise,345,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:59:39","2021-07-27 12:59:39",oui,"2021-07-27 12:59:39",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796672,e1;e3;,,,,
urn:lsid:tela-botanica.org:cel:3796688,3796688,"Xanthoria parietina (L.) Th.Fr. [1860]",59568,"Xanthoria parietina (L.) Th.Fr., 1860",59568,Teloschistaceae,taxreflich,certain,"observation de terrain",widget,1,45.76979,3.13649,WGS84,FR,Clermont-Ferrand,63113,précise,345,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 12:59:40","2021-07-27 12:59:40",oui,"2021-07-27 12:59:40",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796672,n1;n2;n3;n4;n5;e1;e3;s4;e4;,,,,
urn:lsid:tela-botanica.org:cel:3796689,3796689,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",0,,,certain,"observation de terrain",widget,1,45.76981,3.13662,WGS84,FR,Clermont-Ferrand,63113,précise,345,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 13:02:43","2021-07-27 13:02:43",oui,"2021-07-27 13:02:43",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796673,n1;e2;e4;,,,,
urn:lsid:tela-botanica.org:cel:3796690,3796690,"Candelaria concolor ",58792,"Candelaria concolor (Dicks.) Stein",58792,Candelariaceae,taxreflich,certain,"observation de terrain",widget,1,45.76981,3.13662,WGS84,FR,Clermont-Ferrand,63113,précise,345,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 13:02:43","2021-07-27 13:02:43",oui,"2021-07-27 13:02:43",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796673,n1;n2;n4;e5;,,,,
urn:lsid:tela-botanica.org:cel:3796691,3796691,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxreflich,certain,"observation de terrain",widget,1,45.76981,3.13662,WGS84,FR,Clermont-Ferrand,63113,précise,345,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 13:02:44","2021-07-27 13:02:44",oui,"2021-07-27 13:02:44",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796673,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3796692,3796692,"Phaeophyscia orbicularis (Neck.) Moberg [1977]",59961,"Phaeophyscia orbicularis (Neck.) Moberg, 1977",59961,Physciaceae,taxreflich,certain,"observation de terrain",widget,1,45.76981,3.13662,WGS84,FR,Clermont-Ferrand,63113,précise,345,,,2021/07/27,,tb_lichensgo,"WidgetSaisie, tb_lichensgo, Projets coopératifs, tb_lichensgo, ",,,"Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055)",,,,3,0,0,,,0,"2021-07-27 13:02:44","2021-07-27 13:02:44",oui,"2021-07-27 13:02:44",,,,,,,,,,,"Rue Jean-Auguste Senèze",,3796673,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o3;o4;o5;,,,,
